id,tipo,titulo,introducao,data_publicacao,produto_id,produtos,editorias,imagens,produtos_relacionados,destaque,link
34181,Notícia,"Inflação da indústria fica em 1,83% em maio e acumula 9,06% no ano","Indústria extrativa é o destaque com a maior variação, de 12,50%, e a maior influência, 0,66 p.p., do IPP - Foto: Geraldo Falcão/Agência Petrobras Os preços no setor industrial em maio de 2022 tiveram alta de 1,83% em relação a abril. Na passagem de...",01/07/2022 09:00:00,9282,9282|Índice de Preços ao Produtor - Indústrias Extrativas e de Transformação|indice-de-precos-ao-produtor-industrias-extrativas-e-de-transformacao|2081,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_06\/IPP_thumb_GeraldoFalcao-AgenciaPetrobras.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_06\/IPP_home_GeraldoFalcao-AgenciaPetrobras.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9282,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/34181-inflacao-da-industria-fica-em-1-83-em-maio-e-acumula-9-06-no-ano.html
34028,Notícia,Produção industrial avança em oito dos 15 locais pesquisados em abril ,Setor de derivados do petróleo e biocombustíveis foi o grande responsável pelo avanço da indústria fluminense - Foto: André Motta de Souza/Petrobras A produção industrial avançou em oito dos 15 locais investigados pela Pesquisa Industrial Mensal (PIM...,09/06/2022 09:00:00,9296,9296|PIM-PF Regional#pimpf2|pesquisa-industrial-mensal-producao-fisica-regional|2209,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_06\/PIM-Reg_THUMB_Andre-Motta-de-Souza-Petrobras.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_06\/PIM-Reg_HOME-Andre-Motta-de-Souza-Petrobras.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9296,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/34028-producao-industrial-avanca-em-oito-dos-15-locais-pesquisados-em-ab.html
33537,Notícia,"Inflação da indústria acelera para 3,13% em março","Preços internacionais do barril de petróleo influenciam inflação da indústria em março - Foto: André Valentim/Agência Petrobras Os preços no setor industrial em março de 2022 aceleraram para 3,13% em relação ao mês anterior, após subirem 0,54% em...",28/04/2022 09:00:00,9282,9282|Índice de Preços ao Produtor - Indústrias Extrativas e de Transformação|indice-de-precos-ao-produtor-industrias-extrativas-e-de-transformacao|2081,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_03\/IPP_thumb_Andr_Valentim-Agncia_Petrobras.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_03\/IPP_home_Andr_Valentim-Agncia_Petrobras.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9282,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/33537-inflacao-da-industria-acelera-para-3-13-em-marco.html
33438,Notícia,"Inflação acelera para 1,62% em março, maior para o mês desde 1994","Gasolina teve reajuste de 18,77% no preço médio em março - Foto: Licia Rubinstein/Agência IBGE Notícias A inflação acelerou para 1,62% em março, após ficar em 1,01% em fevereiro. Esse foi o maior resultado para o mês de março desde 1994 (42,75%), antes...",08/04/2022 09:00:00,0,9256|Índice Nacional de Preços ao Consumidor Amplo|indice-nacional-de-precos-ao-consumidor-amplo|2210;9258|Índice Nacional de Preços ao Consumidor|indice-nacional-de-precos-ao-consumidor|2077,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_04\/IPCA_Thumb.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_04\/IPCA_home.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}","9256, 9258",True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/33438-inflacao-acelera-para-1-62-em-marco-maior-para-o-mes-desde-1994.html
33085,Notícia,"Inflação da indústria abre 2022 com alta de 1,18% em janeiro","Setor de indústrias extrativas foi o que mais influenciou no resultado de janeiro - Foto: Agência Petrobras Os preços no setor industrial iniciaram o ano de 2022 com um aumento de 1,18% em janeiro, na comparação com dezembro de 2021. Na passagem de...",08/03/2022 09:00:00,9282,9282|Índice de Preços ao Produtor - Indústrias Extrativas e de Transformação|indice-de-precos-ao-produtor-industrias-extrativas-e-de-transformacao|2081,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_03\/IPP-jan22_thumb__Agencia_Petrobras.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_03\/IPP-jan22_home__Agencia_Petrobras.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9282,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/33085-inflacao-da-industria-abre-2022-com-alta-de-1-18-em-janeiro.html
32915,Notícia,"Inflação tem alta de 0,54% em janeiro, maior para o mês desde 2016","Alta nos alimentos, como as carnes, impactou índice do mês - Foto: Helena Pontes/Agência IBGE Notícias A inflação desacelerou para 0,54% em janeiro, após ficar em 0,73% em dezembro. Esse foi o maior resultado para o mês de janeiro desde 2016 (1,27%). Nos...",09/02/2022 09:00:00,0,9256|Índice Nacional de Preços ao Consumidor Amplo|indice-nacional-de-precos-ao-consumidor-amplo|2210;9258|Índice Nacional de Preços ao Consumidor|indice-nacional-de-precos-ao-consumidor|2077,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_02\/Supermercado_Helena_Pontes_THUMB.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_02\/Supermercado_Helena_Pontes_HOME.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}","9256, 9258",True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/32915-inflacao-tem-alta-de-0-54-em-janeiro-maior-para-o-mes-desde-2016.html
32846,Notícia,"Preços na indústria fecham 2021 com alta de 28,39%, recorde da série histórica","Oito atividades fecharam o ano com alta nos preços, destaque para o refino de petróleo e biocombustíveis - Foto: André Motta de Souza/Agência Petrobras A inflação do setor industrial variou -0,12% em dezembro de 2021 frente ao mês anterior, primeiro...",01/02/2022 09:00:00,9282,9282|Índice de Preços ao Produtor - Indústrias Extrativas e de Transformação|indice-de-precos-ao-produtor-industrias-extrativas-e-de-transformacao|2081,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_02\/IPP_Thumb_Andr-Motta-de-Souza-Petrobras.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_02\/IPP_Home_Andr-Motta-de-Souza-Petrobras.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9282,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/32846-precos-na-industria-fecham-2021-com-alta-de-28-39-recorde-da-serie-historica.html
32756,Notícia,Produção industrial cai em oito dos 15 locais pesquisados em novembro,"Setor de derivados de petróleo puxa queda da indústria no Rio de Janeiro - Foto: Cesar Duarte - Agência Petrobras A produção industrial caiu em oito dos 15 locais investigados pela Pesquisa Industrial Mensal (PIM Regional), na passagem de outubro para...",14/01/2022 09:00:00,9296,9296|PIM-PF Regional#pimpf2|pesquisa-industrial-mensal-producao-fisica-regional|2209,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_01\/REDUC_CesarDuarte_AgPetrobras_THUMB.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_01\/REDUC_CesarDuarte_AgPetrobras_HOME.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9296,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/32756-producao-industrial-cai-em-oito-dos-15-locais-pesquisados-em-novembro.html
32651,Notícia,"Inflação na indústria fica em 1,31% em novembro com alta em 17 das 24 atividades","A maior influência no IPP de julho veio dos derivados de petróleo - Foto: André Motta de Souza/Agência Petrobras Os preços da indústria subiram 1,31% na passagem de outubro para novembro, resultado inferior à alta registrada em outubro (2,26%). O...",05/01/2022 09:00:00,9282,9282|Índice de Preços ao Produtor - Indústrias Extrativas e de Transformação|indice-de-precos-ao-produtor-industrias-extrativas-e-de-transformacao|2081,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_01\/IPP_THUMB_Andr-Motta-de-Souza---Agncia-Petrobras.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2022_01\/IPP_home_Andr-Motta-de-Souza---Agncia-Petrobras.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9282,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/32651-inflacao-na-industria-fica-em-1-31-em-novembro-com-alta-em-17-das-24-atividades.html
32580,Notícia,Estudo traz dados do monitoramento do nível do mar por estações do IBGE,As estações maregráficas estão em pontos estratégicos da costa brasileira - Foto: Salomão Soares/IBGE O IBGE disponibiliza hoje (16) uma publicação com os resultados do monitoramento da variação do nível médio do mar nas estações da Rede Maregráfica...,16/12/2021 10:00:00,10842,10842|Rede Maregráfica Permanente para Geodésia |rmpg-rede-maregrafica-permanente-para-geodesia|2337,geociencias,"{""image_intro"":""images\/agenciadenoticias\/geociencias\/2021_01\/RedesGeodsicas_THUMB.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/geociencias\/2021_01\/RedesGeodsicas_HOME.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",10842,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/32580-estudo-traz-dados-do-monitoramento-do-nivel-do-mar-por-estacoes-do-ibge.html
32411,Notícia,"Produção industrial cai 0,6% em outubro, quinta queda consecutiva","As maiores influências para o resultado da indústria vieram das quedas do minério de ferro e do petróleo - Foto: Agência Petrobras A produção industrial apresentou queda de 0,6% na passagem de setembro para outubro, quinto resultado negativo consecutivo,...",03/12/2021 09:00:00,9294,9294|PIM-PF Brasil#pimpf1|pesquisa-industrial-mensal-producao-fisica-brasil|2209,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_12\/PIM_THUMB_AgPetrobras.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_12\/PIM_HOME_AgPetrobras.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9294,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/32411-producao-industrial-cai-0-6-em-outubro-quinta-queda-consecutiva.html
32368,Notícia,"Preços na indústria crescem 2,16% em outubro","Refino de petróleo registrou maior alta e a maior influência em outubro - Foto: Tais Peyneau/Agência Petrobras A inflação do setor industrial aumentou 2,16% em outubro na comparação com setembro, segundo dados do Índice de Preços ao Produtor (IPP),...",01/12/2021 09:00:00,9282,9282|Índice de Preços ao Produtor - Indústrias Extrativas e de Transformação|indice-de-precos-ao-produtor-industrias-extrativas-e-de-transformacao|2081,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_11\/IPP_THUMB-Tais_Peyneau_-Agncia_Petrobras.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_11\/IPP_HOME-Tais_Peyneau_-Agncia_Petrobras.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9282,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/32368-precos-na-industria-crescem-2-16-em-outubro.html
32154,Notícia,"Inflação acelera para 1,25% em outubro, maior para o mês desde 2002","A gasolina já acumula alta de 38,29% no ano - Foto: Helena Pontes/Agência IBGE Notícias A inflação acelerou para 1,25% em outubro, a maior para o mês desde 2002, quando o índice foi de 1,31%. Com isso, o indicador acumula altas de 8,24% no ano e de...",10/11/2021 09:00:00,0,9256|Índice Nacional de Preços ao Consumidor Amplo|indice-nacional-de-precos-ao-consumidor-amplo|2210;9258|Índice Nacional de Preços ao Consumidor|indice-nacional-de-precos-ao-consumidor|2077,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_11\/ipca_thumb_Helena-Pontes.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_11\/ipca_home_Helena-Pontes.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}","9256, 9258",True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/32154-inflacao-acelera-para-1-25-em-outubro-maior-para-o-mes-desde-2002.html
31848,Notícia," Inflação acelera para 1,16% em setembro, maior para o mês desde 1994","Com a bandeira da escassez hídrica, energia elétrica sobe 6,47% em setembro e acumula alta de 28,82% em 12 meses - Foto: Licia Rubinstein/Agência IBGE Notícias A inflação teve alta de 1,16% em setembro, a maior para o mês desde 1994, quando o índice foi...",08/10/2021 09:00:00,0,9256|Índice Nacional de Preços ao Consumidor Amplo|indice-nacional-de-precos-ao-consumidor-amplo|2210;9258|Índice Nacional de Preços ao Consumidor|indice-nacional-de-precos-ao-consumidor|2077,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_10\/IPCA-set_THUMB_LiciaRubinstein.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_10\/IPCA-set_HOME_LiciaRubinstein.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}","9256, 9258",True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/31848-inflacao-acelera-para-1-16-em-setembro-maior-para-o-mes-desde-1994.html
31775,Notícia,"Produção industrial cai 0,7% em agosto, terceira queda consecutiva","Retração na produção industrial brasileira foi disseminada por 15 dos 26 ramos pesquisados - Foto: Andre Motta de Souza/Petrobras Ao retrair 0,7% na passagem de julho para agosto, a produção industrial caiu pelo terceiro mês consecutivo. Nesse período,...",05/10/2021 09:00:00,9294,9294|PIM-PF Brasil#pimpf1|pesquisa-industrial-mensal-producao-fisica-brasil|2209,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_10\/PIM-Br_THUMB_Andre-Motta-de-Souza-Petrobras.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_10\/PIM-Br_HOME-Andre-Motta-de-Souza-Petrobras.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}",9294,True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/31775-producao-industrial-cai-0-7-em-agosto-terceira-queda-consecutiva.html
31583,Notícia,"Inflação fica em 0,87% em agosto, maior para o mês desde 2000","Gasolina subiu 2,80% em agosto e acumula alta de 31,09% no ano - Foto: Helena Pontes/Agência IBGE Notícias A inflação teve alta de 0,87% em agosto, a maior para o mês desde o ano 2000. Com isso, o indicador acumula altas de 5,67% no ano e de 9,68% nos...",09/09/2021 09:00:00,0,9256|Índice Nacional de Preços ao Consumidor Amplo|indice-nacional-de-precos-ao-consumidor-amplo|2210;9258|Índice Nacional de Preços ao Consumidor|indice-nacional-de-precos-ao-consumidor|2077,economicas,"{""image_intro"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_09\/IPCA_Thumb_HelenaPontes.jpg"",""float_intro"":"""",""image_intro_alt"":"""",""image_intro_caption"":"""",""image_fulltext"":""images\/agenciadenoticias\/estatisticas_economicas\/2021_09\/IPCA_home_HelenaPontes.jpg"",""float_fulltext"":"""",""image_fulltext_alt"":"""",""image_fulltext_caption"":""""}","9256, 9258",True,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/31583-inflacao-fica-em-0-87-em-agosto-maior-para-o-mes-desde-2000.html
